Checkouts,Temp,Humidity,Rain_Intensity,Rain_Total,Hour,DOY,Weekday,Cubs_Game
111,26.3,71,0,194.5,16,208,TUESDAY,X
77,25.6,71,0,133.9,9,196,THURSDAY,X
2,0.4,66,0,41.8,3,16,SATURDAY,X
20,4.5,74,0,46,11,32,MONDAY,X
135,10,64,0,13.2,17,301,THURSDAY,X
2,8.4,53,0,55.8,4,77,THURSDAY,X
60,26.1,71,0,239.3,22,231,THURSDAY,D
5,18.1,79,0,68.9,3,169,FRIDAY,D
69,22.3,72,0,305,13,244,WEDNESDAY,N
127,8.9,78,0,12.8,15,114,SATURDAY,X
64,3.3,64,0,32.4,18,326,MONDAY,X
38,-7.4,52,0,41.8,17,19,TUESDAY,X
44,22.5,53,0,134,0,199,SUNDAY,D
8,-3.8,84,0,12.4,9,46,MONDAY,X
4,6.4,84,0,14.1,4,118,WEDNESDAY,X
12,-4.7,85,0,12.4,7,46,MONDAY,X
18,4,70,0,127.5,14,358,FRIDAY,X
16,0.6,51,0,44.4,14,27,WEDNESDAY,X
47,17.2,37,0,27.7,13,315,THURSDAY,X
130,26.6,89,0,157.4,15,205,SATURDAY,X
0,0,71,0,29,0,63,THURSDAY,X
83,6.2,94,0,49,18,74,MONDAY,X
2,-0.3,86,0.6,23.2,3,61,TUESDAY,X
49,3,92,0,14.4,12,9,SATURDAY,X
134,20.4,71,0,13.2,10,303,SATURDAY,X
92,11.7,65,0,3.5,9,108,SUNDAY,D
27,21.8,81,0,271.5,1,240,SATURDAY,X
74,25.5,76,0,232.6,13,229,TUESDAY,N
18,22.7,88,0,157.4,5,204,FRIDAY,X
3,8.7,89,0,14.1,1,117,TUESDAY,N
13,17.8,79,0,59,3,164,SUNDAY,X
148,17.1,73,0,400.2,18,293,WEDNESDAY,X
60,3.9,85,0,55.8,18,78,FRIDAY,X
252,27,62,0,136.5,13,199,SUNDAY,D
22,6.7,74,0,28.5,20,92,FRIDAY,X
6,0.6,44,0,29.4,2,94,SUNDAY,X
102,22.4,53,0,316.8,19,254,SATURDAY,X
46,3,73,0,55.8,12,80,SUNDAY,X
2,9.7,56,0,12.9,4,124,TUESDAY,X
3,7.4,53,0,31.8,0,97,WEDNESDAY,X
8,4.2,78,0,5.4,6,86,SATURDAY,X
70,15,52,0,391.3,11,288,FRIDAY,X
99,15.1,63,0,33.6,17,67,MONDAY,X
29,6.8,90,0,14.1,20,117,TUESDAY,N
4,-1.7,64,0,44.4,4,27,WEDNESDAY,X
33,10,88,0,44.8,11,31,SUNDAY,X
52,19,30,0,329.6,21,270,MONDAY,X
12,16.3,65,0,376.5,23,283,SUNDAY,X
79,21.2,63,0,47.8,13,155,FRIDAY,D
61,17.3,88,0,346.3,12,274,FRIDAY,X
19,3,90,0,14.5,13,9,SATURDAY,X
38,5.4,84,0,38.9,13,332,SUNDAY,X
111,16.2,60,0,59,19,164,SUNDAY,X
30,8.9,78,0,52.3,9,333,MONDAY,X
1,1.9,71,0,19.4,0,56,THURSDAY,X
71,15.3,81,0,49.1,16,159,TUESDAY,X
99,11.3,66,0,3.5,8,111,WEDNESDAY,X
24,7.8,51,1.2,30.1,19,96,TUESDAY,X
84,22.6,84,0,23.4,19,148,FRIDAY,D
54,14.5,77,0,27.4,6,313,TUESDAY,X
32,-1.1,50,0,41.8,16,16,SATURDAY,X
55,6.9,91,0,49,19,74,MONDAY,X
13,0.7,61,0,31.8,11,64,FRIDAY,X
2,-6.5,48,0,127.5,2,355,TUESDAY,X
3,3,84,0,128.9,21,358,FRIDAY,X
3,23,75,0,319.2,4,265,WEDNESDAY,N
0,19.9,54,0,376.8,3,286,WEDNESDAY,X
1,4,84,0,92.7,1,341,TUESDAY,X
4,-5.5,69,0,6.3,4,1,FRIDAY,X
16,5,69,3,33.9,21,327,TUESDAY,X
7,-15.3,61,0,127.5,19,353,SUNDAY,X
21,3.1,74,0,14.7,10,53,MONDAY,X
10,26.3,71,0,201.3,4,218,FRIDAY,X
44,-3.6,65,0,92.7,17,343,THURSDAY,X
26,-5,39,0,6.8,19,42,THURSDAY,X
25,-0.4,69,0,135.1,18,362,TUESDAY,X
201,23.3,79,0,201.3,16,213,SUNDAY,N
37,9.4,81,0,3.5,15,110,TUESDAY,X
55,12.8,68,0,402.4,9,297,SUNDAY,X
0,17.8,83,0,353.9,0,278,TUESDAY,X
14,8,92,0,14.4,22,8,FRIDAY,X
7,4.1,63,0,32.4,23,326,MONDAY,X
40,16.8,77,0,12.7,15,112,THURSDAY,X
134,20.1,65,0,26.4,20,151,MONDAY,D
18,6.2,87,0,20.5,22,120,FRIDAY,D
26,18.7,89,3.6,41.3,7,153,WEDNESDAY,N
1,3.9,76,0,70.7,3,337,FRIDAY,X
19,6,86,0,41.7,12,15,FRIDAY,X
82,22.4,68,0,59,12,166,TUESDAY,X
1,-1.4,64,0,6.3,0,4,MONDAY,X
83,9.2,40,0,29.4,12,94,SUNDAY,X
2,11.4,66,0,17.4,3,305,MONDAY,X
29,22.9,75,0,26.4,7,149,SATURDAY,D
22,-5.1,37,0,6.8,16,43,FRIDAY,X
53,18,77,0,400.2,22,292,TUESDAY,X
0,-5.7,86,0,12.4,4,46,MONDAY,X
84,16.5,93,0,353.9,17,275,SATURDAY,X
64,24,86,0,232.6,9,229,TUESDAY,N
31,23.1,74,0,194.5,5,208,TUESDAY,X
67,12.4,70,0,13.2,11,302,FRIDAY,X
80,21.9,90,0,239.3,8,231,THURSDAY,D
3,11.7,71,0,17.4,4,305,MONDAY,X
92,31,41,0,124.9,14,190,FRIDAY,X
124,22,69,0,319.2,19,262,SUNDAY,D
3,-1.5,57,0,135.1,5,365,FRIDAY,X
27,2.3,61,0,135.1,16,364,THURSDAY,X
36,12.6,32,0,55.8,13,77,THURSDAY,X
12,15.5,70,0,49.1,0,161,THURSDAY,X
117,21.5,64,0,305.6,14,246,FRIDAY,D
50,24.8,78,0,194.5,12,208,TUESDAY,X
23,0.3,66,0,6.5,22,5,TUESDAY,X
199,24.9,74,0,201.4,17,221,MONDAY,X
71,26.5,66,0,317,20,260,FRIDAY,D
8,20.3,77,0,328.4,4,269,SUNDAY,N
25,27.5,63,0,68.9,5,172,MONDAY,N
6,19.2,83,0,26.4,5,149,SATURDAY,D
66,24.3,67,0,124.9,6,193,MONDAY,X
49,25.3,34,0,22.2,23,127,FRIDAY,D
4,0.1,56,0,32.4,0,326,MONDAY,X
17,29.8,66,0,305.6,23,250,TUESDAY,X
17,-0.4,78,0,97.4,10,346,SUNDAY,X
43,16.5,70,0,59,22,164,SUNDAY,X
10,8.1,89,0,38.9,22,328,WEDNESDAY,X
3,3.4,93,0,130.8,22,360,SUNDAY,X
20,0.6,92,0,14.7,19,47,TUESDAY,X
20,-4.3,66,0,92.7,16,343,THURSDAY,X
31,2.6,84,0,14.7,15,52,SUNDAY,X
3,8.1,95,0,48.7,0,74,MONDAY,X
53,2.1,84,0,46,17,32,MONDAY,X
0,3.5,81,0,38.9,2,330,FRIDAY,X
7,21.4,79,0,316.5,5,254,SATURDAY,X
66,20.4,55,0,376.8,11,285,TUESDAY,X
28,13.5,85,0,26,22,308,THURSDAY,X
4,8.4,66,0,391.1,4,287,THURSDAY,X
84,20.8,62,0,26.4,21,151,MONDAY,D
27,15.8,76,0,59,5,165,MONDAY,X
33,12.5,60,0,135.1,13,361,MONDAY,X
131,20,65,0,305.6,7,246,FRIDAY,D
8,-2.3,74,0,14.7,5,49,THURSDAY,X
45,1.8,77,0,44.4,8,28,THURSDAY,X
217,21.4,60,0,83.1,18,181,WEDNESDAY,X
127,11.7,75,0,17.4,17,304,SUNDAY,X
26,22.8,64,0,26.4,0,150,SUNDAY,D
6,23.6,52,0,68.9,3,171,SUNDAY,N
49,8.9,56,0,3.5,15,105,THURSDAY,N
23,3.1,78,0,46,10,32,MONDAY,X
15,1.1,67,0,19.4,12,56,THURSDAY,X
10,21.3,86,0,319.1,5,261,SATURDAY,D
127,14.6,76,0,27.4,7,313,TUESDAY,X
46,4.4,71,0,14.7,18,49,THURSDAY,X
35,11,69,0,54.5,7,76,WEDNESDAY,X
98,27.4,61,0,317,12,260,FRIDAY,D
96,22.9,56,0,17.4,19,306,TUESDAY,X
7,8.2,53,0,402.4,0,296,SATURDAY,X
79,24.4,90,0,296.8,12,242,MONDAY,N
8,23.5,52,0,316.8,0,257,TUESDAY,X
70,11.1,96,0,26,7,308,THURSDAY,X
6,0.6,70,0,127.5,20,357,THURSDAY,X
47,24.2,83,0,117.6,15,189,THURSDAY,N
115,23.7,85,0,271,8,238,THURSDAY,X
13,10.5,40,0,55.8,23,77,THURSDAY,X
45,25.6,34,0,22.2,22,127,FRIDAY,D
41,1.1,66,0,43.2,8,25,MONDAY,X
76,24.4,83,0,197.6,9,211,FRIDAY,D
52,15,78,0,49.1,22,159,TUESDAY,X
29,12.7,80,0,27.7,22,321,WEDNESDAY,X
88,20.3,61,0,316.8,9,255,SUNDAY,X
15,3.4,80,0,92.7,15,341,TUESDAY,X
45,14.5,59,0,27.7,6,322,THURSDAY,X
127,27.5,61,0,317,19,260,FRIDAY,D
3,9.8,55,0,23.5,4,129,SUNDAY,D
18,15.5,67,0,391.3,1,289,SATURDAY,X
5,11.2,67,0,17.4,2,305,MONDAY,X
83,17.7,49,0,391.3,14,288,FRIDAY,X
109,14.6,95,0,20.1,17,307,WEDNESDAY,X
61,23.7,77,0,271.1,14,238,THURSDAY,X
60,2.6,71,0,55.8,16,80,SUNDAY,X
132,12.8,68,0,26,10,309,FRIDAY,X
65,21.5,71,0,305.6,20,247,SATURDAY,D
15,14.9,59,0,26,5,312,MONDAY,X
75,12.9,43,0,27.7,19,314,WEDNESDAY,X
23,-8.1,49,0,120.7,17,348,TUESDAY,X
4,-12.3,64,0,34.5,19,10,SUNDAY,X
119,24.6,76,0,315.8,18,253,FRIDAY,X
31,-1.8,58,0,32.4,9,325,SUNDAY,X
161,21.4,47,0,0,8,145,TUESDAY,X
4,9.7,76,0,22.2,2,127,FRIDAY,D
12,6.6,92,0,20.5,5,120,FRIDAY,D
37,4.8,79,0,34.8,12,71,FRIDAY,X
155,24,57,0,26.4,10,151,MONDAY,D
6,1.7,89,2.4,107.2,17,346,SUNDAY,X
163,30.8,57,0,305.6,16,249,MONDAY,X
20,0.2,75,0,44.4,12,26,TUESDAY,X
69,28.3,39,0,319.2,12,263,MONDAY,N
35,21,88,0,376.4,22,280,THURSDAY,X
74,24.3,82,0,201.3,9,214,MONDAY,N
133,26.2,69,0,315.7,17,253,FRIDAY,X
15,3.5,77,0,55.8,0,80,SUNDAY,X
20,23.7,90,0,260.9,10,237,WEDNESDAY,X
14,-6.1,63,0,92.7,11,343,THURSDAY,X
10,1.4,92,2.4,83.5,15,339,SUNDAY,X
83,23.5,40,0,69.8,9,173,TUESDAY,N
98,11.4,76,0,17.4,18,304,SUNDAY,X
19,6,63,0,6.6,20,7,THURSDAY,X
134,23,78,0,73.1,16,174,WEDNESDAY,D
140,25.2,80,0,124.9,8,190,FRIDAY,X
8,1.7,75,0,43.2,22,24,SUNDAY,X
77,19.6,27,0,329.6,20,271,TUESDAY,X
1,5,90,0,14.4,6,9,SATURDAY,X
55,24.3,76,0,59.1,22,166,TUESDAY,X
132,22.3,87,0,68.9,7,167,WEDNESDAY,X
32,19.5,67,11.4,23.2,8,128,SATURDAY,D
129,8.2,84,0,12.8,11,114,SATURDAY,X
69,16,66,0,376.5,19,283,SUNDAY,X
16,22.4,62,0,83.1,23,179,MONDAY,X
4,-9.5,55,0,6.8,23,41,WEDNESDAY,X
113,9.3,75,0,12.9,18,123,MONDAY,X
98,26.2,62,0,254.1,17,233,SATURDAY,X
152,28.2,66,0,157.4,18,204,FRIDAY,X
12,10.6,83,0,13.2,5,301,THURSDAY,X
20,2.4,57,0,30,14,96,TUESDAY,X
97,18.3,56,0,26,17,311,SUNDAY,X
8,-7.1,61,0,120.7,11,349,WEDNESDAY,X
8,15.1,88,2.4,17.8,21,90,WEDNESDAY,X
17,20.1,96,5.4,79.3,21,174,WEDNESDAY,D
37,19,29,0,329.6,11,271,TUESDAY,X
12,10.4,90,0,3.5,5,102,MONDAY,N
8,8.5,94,0,48.8,5,74,MONDAY,X
1,15.8,68,0,33.6,3,68,TUESDAY,X
9,-0.5,72,0,135.1,21,362,TUESDAY,X
52,12.9,77,0,48.4,11,141,FRIDAY,X
30,4.4,90,0,55.8,9,83,WEDNESDAY,X
158,25.7,70,0,232.6,19,229,TUESDAY,N
8,9.5,88,1.2,1.4,13,97,WEDNESDAY,X
0,24.4,87,0,271,3,238,THURSDAY,X
107,27.5,68,0,194.6,16,209,WEDNESDAY,N
26,-3,57,0,92.7,13,345,SATURDAY,X
22,7.6,44,0,135.1,14,363,WEDNESDAY,X
92,6.4,82,0,22.2,8,126,THURSDAY,N
74,30,33,0,319.2,15,263,MONDAY,N
5,17.1,89,0,40.1,4,153,WEDNESDAY,N
4,8.9,56,0,27.7,4,319,MONDAY,X
19,3.1,67,0,55.8,21,80,SUNDAY,X
54,27,60,0,133.9,10,196,THURSDAY,X
68,25.4,73,0,201.3,6,218,FRIDAY,X
23,-10.6,39,0,6.8,11,44,SATURDAY,X
2,2.1,67,0,127.5,2,358,FRIDAY,X
3,13.8,72,0,26,3,311,SUNDAY,X
10,4,69,0,127.5,11,358,FRIDAY,X
90,6.4,88,0,20.5,16,120,FRIDAY,D
2,26.5,72,0,83.1,3,188,WEDNESDAY,D
29,24.8,78,0,315.5,10,252,THURSDAY,X
29,-10.5,59,0,6.8,7,41,WEDNESDAY,X
25,16.8,85,0,346.4,1,275,SATURDAY,X
32,26.8,86,0,201.9,10,225,FRIDAY,D
110,21.8,83,0,319.2,9,261,SATURDAY,D
9,9,54,0,9.6,5,90,WEDNESDAY,X
6,23.5,72,0,201.4,4,221,MONDAY,X
83,28,26,0,49.1,15,158,MONDAY,X
23,22.3,93,0,232.6,5,229,TUESDAY,D
59,8,79,0,52.3,7,333,MONDAY,X
2,21,75,0,391.3,4,290,SUNDAY,X
28,17.1,50,0,26,22,312,MONDAY,X
0,21.5,86,0,133.9,3,196,THURSDAY,X
87,12.7,68,0,12.8,9,115,SUNDAY,X
154,27.4,57,0,26.4,17,149,SATURDAY,D
6,0.9,72,0,127.5,22,357,THURSDAY,X
81,17,90,0,353.8,15,275,SATURDAY,X
6,9.9,72,0,411.9,10,300,WEDNESDAY,X
19,3.8,77,0,46,21,32,MONDAY,X
100,23.2,69,0,319.2,16,264,TUESDAY,N
7,3.3,79,0,55.8,2,80,SUNDAY,X
48,17.3,41,0,3.5,20,109,MONDAY,X
22,8,54,0,55.8,6,77,THURSDAY,X
9,-0.6,72,0,6.3,17,1,FRIDAY,X
2,7.5,97,0,5.5,3,122,SUNDAY,D
4,3.9,78,0,38.9,20,329,THURSDAY,X
168,18.1,34,0,23.5,14,129,SUNDAY,D
164,20.4,27,0,329.6,18,271,TUESDAY,X
51,18.2,62,0,400.2,11,293,WEDNESDAY,X
16,2.9,64,0,32.4,7,324,SATURDAY,X
22,-0.7,65,0,135.1,16,362,TUESDAY,X
138,21.4,71,0,305.6,18,246,FRIDAY,D
27,3.1,65,0,127.5,7,357,THURSDAY,X
10,-2.1,72,0,40.1,21,13,WEDNESDAY,X
143,18.9,44,0,0,8,144,MONDAY,X
79,19.4,52,0,3.6,18,111,WEDNESDAY,X
43,10.4,77,0,54.9,8,76,WEDNESDAY,X
25,7.8,91,0,49,13,75,TUESDAY,X
15,3.7,79,0,55.8,20,78,FRIDAY,X
79,27.6,52,0,194.6,21,209,WEDNESDAY,N
23,13.3,72,0,26,7,311,SUNDAY,X
70,23.9,64,0,319.2,11,264,TUESDAY,N
15,4.4,76,0,4.6,12,34,WEDNESDAY,X
147,17.9,46,0,26,18,312,MONDAY,X
2,13,69,0,402.4,5,297,SUNDAY,X
20,4.6,83,0,34.8,10,71,FRIDAY,X
99,11.9,82,0,331.1,7,272,WEDNESDAY,X
15,17,84,0,346.4,6,275,SATURDAY,X
160,26.7,63,0,254.1,16,233,SATURDAY,X
84,5.6,63,0,30,17,96,TUESDAY,X
18,5.7,92,0,14.1,13,117,TUESDAY,N
11,8.1,90,0,38.9,21,328,WEDNESDAY,X
13,22,48,0,316.8,23,255,SUNDAY,X
30,2.8,57,0,55.8,11,81,MONDAY,X
41,28.8,48,0,68.9,23,171,SUNDAY,N
206,22.5,83,0,201.3,15,212,SATURDAY,D
1,2.3,90,0.6,130.7,17,360,SUNDAY,X
45,25.7,76,0,315.6,12,252,THURSDAY,X
97,8.4,77,0,12.8,18,114,SATURDAY,X
42,12,87,0,26,12,308,THURSDAY,X
113,11.7,84,0,27.7,18,321,WEDNESDAY,X
172,22.6,88,0,305,18,243,TUESDAY,N
107,25.7,41,0,83.1,16,182,THURSDAY,X
24,6.8,94,0,49,10,74,MONDAY,X
109,19.7,72,0,134,8,198,SATURDAY,D
74,24.8,70,0,319.2,6,265,WEDNESDAY,N
217,29.6,46,0,59,12,163,SATURDAY,X
42,6.3,62,0,3.5,20,102,MONDAY,N
60,29.8,34,0,319.2,14,263,MONDAY,N
84,19.4,86,0,328.4,8,268,SATURDAY,D
0,-5.7,73,0,42.8,1,21,THURSDAY,X
62,18.1,58,0,26,18,311,SUNDAY,X
5,-14,58,0,41.8,23,18,MONDAY,X
57,3.3,52,0,32.4,11,324,SATURDAY,X
14,23.3,65,0,305.6,6,249,MONDAY,X
13,23,90,0,197.6,2,211,FRIDAY,D
128,24.9,47,0,47.8,9,156,SATURDAY,D
37,7.5,75,0,22.2,16,125,WEDNESDAY,X
23,13,68,0,402.4,7,297,SUNDAY,X
16,19.3,58,0,3.7,20,111,WEDNESDAY,X
68,9.3,75,0,70.7,7,334,TUESDAY,X
3,14.8,67,0,376.5,2,284,MONDAY,X
8,5.5,90,0,9.2,11,8,FRIDAY,X
82,26.1,77,0,201.3,14,215,TUESDAY,N
88,24.2,92,0,297.5,20,242,MONDAY,N
70,22.6,69,0,319.2,20,262,SUNDAY,D
1,18.9,87,0,20.8,2,147,THURSDAY,X
12,26.2,66,0,232.6,0,230,WEDNESDAY,N
165,24.6,66,0,201.4,16,220,SUNDAY,X
13,14,63,0,26,1,310,SATURDAY,X
20,22.1,59,0,26.4,2,150,SUNDAY,D
9,25.6,77,0,296.8,4,241,SUNDAY,X
112,23.7,90,0,197.6,22,210,THURSDAY,N
12,5.9,65,0,34.1,23,327,TUESDAY,X
66,23.7,78,0,271.1,13,238,THURSDAY,X
43,2.9,85,0,14.7,13,52,SUNDAY,X
2,5.1,85,0,44.3,0,26,TUESDAY,X
97,14.5,71,0,49.1,16,160,WEDNESDAY,X
96,29.2,67,0,266.1,16,237,WEDNESDAY,X
7,0.7,67,0,127.5,10,356,WEDNESDAY,X
0,21.3,85,0,319.2,3,264,TUESDAY,N
38,12.1,46,0,27.7,19,318,SUNDAY,X
191,16.5,40,0,23.5,12,129,SUNDAY,D
9,5.6,94,1.2,46,15,73,SUNDAY,X
1,2,83,0,92.7,3,340,MONDAY,X
1,3.1,94,0,130.8,23,360,SUNDAY,X
6,15.2,88,0,19.3,22,90,WEDNESDAY,X
108,17.3,58,0,376.5,16,281,FRIDAY,X
29,24.5,47,0,68.9,2,171,SUNDAY,N
77,24.9,81,0,232.6,12,229,TUESDAY,D
120,12.5,78,0,400.8,17,294,THURSDAY,X
10,2.3,62,0,127.5,11,356,WEDNESDAY,X
18,23.4,71,0,319.2,0,265,WEDNESDAY,N
1,9.9,57,0,9.6,1,90,WEDNESDAY,X
85,26.1,62,0,194.6,21,208,TUESDAY,X
79,23.1,84,0,138.7,12,201,TUESDAY,N
56,2.4,88,0,46,8,33,TUESDAY,X
98,23.8,86,0,197.6,14,211,FRIDAY,D
43,4.3,70,0,14.7,17,49,THURSDAY,X
81,24.9,82,0,138.7,15,201,TUESDAY,N
9,-0.3,67,0,6.5,14,4,MONDAY,X
8,3,61,0,70.7,0,338,SATURDAY,X
6,-1,73,0,6.3,16,1,FRIDAY,X
7,17.9,75,0,17.4,1,306,TUESDAY,X
145,24.1,62,0,328.4,8,266,THURSDAY,X
1,6.8,95,1.8,20.3,4,119,THURSDAY,D
100,15.3,33,0,48.4,16,140,THURSDAY,X
167,26.7,58,0,328.4,18,266,THURSDAY,X
0,7.1,93,0,20.5,3,120,FRIDAY,D
102,25.9,47,0,26.4,20,150,SUNDAY,D
30,5.1,68,0,70.7,10,337,FRIDAY,X
14,-2.1,30,0,29,11,62,WEDNESDAY,X
24,-3.8,69,0,29,18,61,TUESDAY,X
10,22.2,62,0,26.4,6,151,MONDAY,D
19,27.4,69,0,117.6,23,188,WEDNESDAY,D
137,20.2,68,0,305.6,8,246,FRIDAY,D
111,15,33,0,48.4,19,140,THURSDAY,X
152,23,79,0,201.3,18,213,SUNDAY,N
119,21,65,0,305.6,13,246,FRIDAY,D
5,2.5,83,0,128.8,19,358,FRIDAY,X
126,16.3,55,0,0,10,143,SUNDAY,X
56,20.8,37,0,0,14,144,MONDAY,X
185,16.4,54,0,376.5,18,281,FRIDAY,X
10,1.5,88,0.6,18.7,20,55,WEDNESDAY,X
13,7.3,53,0,22.8,11,60,MONDAY,X
66,4.4,57,0,70.7,18,337,FRIDAY,X
30,12.8,56,0,27.7,11,319,MONDAY,X
2,2.7,76,0,38.9,3,331,SATURDAY,X
32,14.1,74,0,376.5,6,283,SUNDAY,X
71,33.5,50,0,201.4,14,224,THURSDAY,N
93,22.5,78,0,254.9,19,233,SATURDAY,X
86,14.3,56,0,5.4,12,87,SUNDAY,X
88,29,49,0,83.1,13,187,TUESDAY,D
13,21.1,74,0,391.3,2,290,SUNDAY,X
1,-11,69,0,127.5,7,353,SUNDAY,X
10,4.7,76,0,38.9,17,329,THURSDAY,X
66,26.8,46,0,133.9,22,196,THURSDAY,X
86,10.9,53,0,23.5,13,128,SATURDAY,D
66,6.2,89,0,14.1,8,118,WEDNESDAY,X
10,21,32,0,3.5,23,109,MONDAY,X
5,22.5,65,0,124.9,3,191,SATURDAY,X
21,-2.3,70,0,42.8,20,21,THURSDAY,X
193,24.5,70,0,59,17,166,TUESDAY,X
35,28.3,69,0,305.6,22,249,MONDAY,X
18,11.1,97,0,26,6,308,THURSDAY,X
187,20.9,81,0,83.1,11,186,MONDAY,D
103,16.3,84,0,353.9,10,276,SUNDAY,X
79,8.7,70,0,27.7,8,314,WEDNESDAY,X
6,23.7,59,0,305.6,2,249,MONDAY,X
7,9.8,75,0,3.5,0,110,TUESDAY,X
56,31.9,57,0,305.6,12,251,WEDNESDAY,X
71,27.7,57,0,233.3,20,230,WEDNESDAY,N
8,-0.5,77,1.8,10.2,22,99,FRIDAY,X
69,21.6,67,0,254.9,22,233,SATURDAY,X
260,27.7,61,0,136.5,15,199,SUNDAY,D
124,16.5,86,0,353.9,7,277,MONDAY,X
58,19.7,74,0,13.2,8,303,SATURDAY,X
123,29.1,76,0,157.4,14,205,SATURDAY,X
12,14.1,76,0,12.8,5,113,FRIDAY,X
3,-0.6,73,0,40.1,0,14,THURSDAY,X
13,7.8,83,0,12.9,5,123,MONDAY,X
60,27.7,61,0,317,13,260,FRIDAY,D
26,2.3,90,0,5.3,18,84,THURSDAY,X
75,26.9,70,0,315.6,15,253,FRIDAY,X
187,26.9,54,0,319.2,13,261,SATURDAY,D
45,20,79,0,47.8,12,153,WEDNESDAY,N
7,0.6,77,0.6,97.4,11,346,SUNDAY,X
65,24,83,0,315.6,11,253,FRIDAY,X
10,-2.9,62,0,44.4,11,29,FRIDAY,X
64,23.2,74,0,241.6,6,232,FRIDAY,X
16,3.8,72,0,55.8,20,79,SATURDAY,X
73,25.2,81,0,303.1,15,243,TUESDAY,N
1,-2.5,70,0,127.5,2,356,WEDNESDAY,X
160,19.1,48,0,26,13,310,SATURDAY,X
5,24.9,80,0,244.3,3,233,SATURDAY,X
33,17.3,70,0,316.8,7,255,SUNDAY,X
186,20.3,92,0,319.2,7,264,TUESDAY,N
58,23.1,50,0,316.8,10,256,MONDAY,X
30,-5,52,0,6.8,7,43,FRIDAY,X
3,25,70,0,232.6,3,230,WEDNESDAY,N
32,14.6,96,0,25.9,20,307,WEDNESDAY,X
1,13.7,83,0,54.2,2,76,WEDNESDAY,X
25,7,86,0,46,17,31,SUNDAY,X
0,17,79,0,353.9,3,277,MONDAY,X
77,11.4,60,0,33.6,7,67,MONDAY,X
15,8,84,0,49,22,74,MONDAY,X
3,24.7,92,0,224.9,3,226,SATURDAY,D
94,17.9,86,0,68.9,20,168,THURSDAY,X
3,25.8,58,0,194.5,2,208,TUESDAY,X
207,23,61,0,26.4,11,151,MONDAY,D
17,8,68,0,38.9,21,332,SUNDAY,X
67,25.2,42,0,0,10,145,TUESDAY,X
61,21.4,74,0,317,22,258,WEDNESDAY,X
2,7.5,55,0,402.4,2,296,SATURDAY,X
2,2.5,82,0,129.3,18,359,SATURDAY,X
74,7,90,0,20.5,18,119,THURSDAY,D
47,19.4,78,0,48.4,7,157,SUNDAY,D
58,21.9,80,0,328.4,23,268,SATURDAY,D
88,6.2,95,0,49,17,74,MONDAY,X
106,28.6,69,0,201.4,8,224,THURSDAY,N
2,-3.3,82,0,123.3,2,352,SATURDAY,X
6,24.7,91,0,224.9,2,226,SATURDAY,D
19,7.4,76,0,38.9,21,331,SATURDAY,X
2,8.5,85,0,44.8,6,31,SUNDAY,X
77,12.3,76,0,0,15,141,FRIDAY,X
52,25.9,74,0,244.3,23,232,FRIDAY,X
163,16.7,63,0,59,13,164,SUNDAY,X
30,7,92,0,20.5,21,119,THURSDAY,D
101,26.8,56,0,328.4,16,266,THURSDAY,X
29,-2.2,76,0,42.8,7,22,FRIDAY,X
99,13.3,77,0,26,18,308,THURSDAY,X
28,21,47,0,376.8,23,285,TUESDAY,X
75,24.4,78,0,201.3,13,214,MONDAY,N
30,22.6,28,0,29.4,20,94,SUNDAY,X
24,26.4,76,0,296.8,2,241,SUNDAY,X
61,26.3,40,0,316.8,15,256,MONDAY,X
70,15.1,69,0,13.2,13,302,FRIDAY,X
230,20.8,72,0,134,11,198,SATURDAY,D
2,2.3,88,0,129.3,16,360,SUNDAY,X
11,16.3,63,0,376.5,2,283,SUNDAY,X
11,4.2,64,0,127.5,10,358,FRIDAY,X
6,12.2,60,0,391.3,1,288,FRIDAY,X
40,10.7,81,0,27.7,9,321,WEDNESDAY,X
27,16.8,84,0,346.4,7,275,SATURDAY,X
23,6.5,74,0,28.5,21,92,FRIDAY,X
36,13.3,47,0,27.7,10,315,THURSDAY,X
19,13.3,68,0,27.7,23,321,WEDNESDAY,X
12,13.6,65,0,27.7,23,319,MONDAY,X
32,1.9,75,0,5.4,12,85,FRIDAY,X
43,2.8,86,0,14.7,12,52,SUNDAY,X
147,21.7,49,0,83.1,20,181,WEDNESDAY,X
3,-3.9,83,0.6,95.4,21,345,SATURDAY,X
21,8.1,61,0,3.5,21,104,WEDNESDAY,N
2,6.2,84,0,12.8,3,114,SATURDAY,X
7,-5.1,60,0,6.8,9,43,FRIDAY,X
12,0.6,42,0,29.4,0,94,SUNDAY,X
90,25.2,68,0,244.3,14,232,FRIDAY,X
159,22.8,74,0,271.1,18,239,FRIDAY,X
31,9.9,49,0,9.6,9,90,WEDNESDAY,X
49,16,38,0,27.7,12,315,THURSDAY,X
101,22.2,68,0,83.1,21,179,MONDAY,X
97,17.8,52,0,27.7,8,323,FRIDAY,X
45,3.5,72,0,55.8,18,79,SATURDAY,X
16,16.4,46,0,9.6,14,90,WEDNESDAY,X
41,12.2,52,0,376.5,1,282,SATURDAY,X
20,1.6,82,0,14.7,14,53,MONDAY,X
87,17.4,85,0,353.9,14,276,SUNDAY,X
76,31.9,58,0,201.4,12,224,THURSDAY,N
31,21.2,89,0,201.3,6,212,SATURDAY,D
