Checkouts,Temp,Humidity,Rain_Intensity,Rain_Total,Hour,DOY,Weekday,Cubs_Game
24,5.3,84,0,46,19,31,SUNDAY,X
180,23.5,83,0,271.1,18,238,THURSDAY,X
24,-14.7,59,0,41.8,8,19,TUESDAY,X
101,27.4,61,0,201.3,20,216,WEDNESDAY,D
39,6.8,98,0,5.5,10,122,SUNDAY,D
1,3,70,0,33.6,5,66,SUNDAY,X
14,9.7,81,0,52.3,12,333,MONDAY,X
18,19.4,58,0,27.7,11,323,FRIDAY,X
3,-2.3,67,0,6.3,0,1,FRIDAY,X
38,9.8,78,0,411.9,9,300,WEDNESDAY,X
17,5.5,50,0,28.5,23,92,FRIDAY,X
2,16.3,71,0,400.8,1,294,THURSDAY,X
8,24.7,93,0,225.1,5,226,SATURDAY,D
38,17,83,0,12.7,12,112,THURSDAY,X
8,18.4,82,0,83.1,4,180,TUESDAY,X
7,5.2,65,0,44.4,15,28,THURSDAY,X
96,23.1,87,0,254.1,11,233,SATURDAY,X
26,7.2,93,0,49,11,74,MONDAY,X
32,2.1,52,0,44.4,19,29,FRIDAY,X
0,-2.7,62,0,11.7,4,100,SATURDAY,X
19,-8.1,66,0,34.5,12,10,SUNDAY,X
1,-0.9,77,0,135.1,3,363,WEDNESDAY,X
62,24.9,52,0,17.4,14,306,TUESDAY,X
7,23.9,94,0,297.5,1,243,TUESDAY,N
14,1.7,88,2.4,74.4,12,339,SUNDAY,X
7,22.7,84,0,201.3,4,214,MONDAY,N
89,9.7,52,0,27.7,11,317,SATURDAY,X
98,19.1,63,0,376.5,19,284,MONDAY,X
14,25.9,78,0,296.8,3,241,SUNDAY,X
100,22,37,0,22.2,13,127,FRIDAY,D
121,26.1,67,0,194.5,8,207,MONDAY,X
33,4.2,47,0,32.4,13,324,SATURDAY,X
43,27,54,0,328.4,13,266,THURSDAY,X
8,-7.1,50,0,29,5,62,WEDNESDAY,X
120,10.6,33,0,3.5,17,102,MONDAY,N
40,14.2,87,0,400.8,9,294,THURSDAY,X
53,24.6,36,0,47.8,11,154,THURSDAY,D
88,10.9,45,0,402.4,10,296,SATURDAY,X
134,22.5,78,0,136.5,11,199,SUNDAY,D
45,9.8,88,0,44.8,10,31,SUNDAY,X
9,20.3,67,0,305.6,6,248,SUNDAY,D
23,20,70,0,305.6,5,246,FRIDAY,D
73,19.1,81,0,80.9,21,175,THURSDAY,X
4,26.5,74,0,308.5,0,252,THURSDAY,X
11,-3.5,70,0,42.8,14,21,THURSDAY,X
2,-11.7,64,0,127.5,10,353,SUNDAY,X
16,1.5,55,0,29.4,20,93,SATURDAY,X
135,20.4,65,0,26.4,8,152,TUESDAY,N
96,15.7,35,0,29.4,14,94,SUNDAY,X
190,24.7,68,0,136.5,12,199,SUNDAY,D
115,10.1,77,0,13.2,8,302,FRIDAY,X
45,9.6,77,0,27.7,6,321,WEDNESDAY,X
199,24.3,82,0,296.8,15,241,SUNDAY,X
122,25.7,72,0,225.2,22,227,SUNDAY,N
159,17.3,86,0,353.9,17,277,MONDAY,X
20,3.1,65,0,127.5,7,358,FRIDAY,X
53,11,73,0,13.2,10,302,FRIDAY,X
46,8.8,57,0,27.7,6,315,THURSDAY,X
201,24.5,63,0,201.4,13,220,SUNDAY,X
7,2.4,68,0,127.5,22,356,WEDNESDAY,X
113,9.7,78,0,27.7,7,321,WEDNESDAY,X
27,25.9,65,0,225.2,23,227,SUNDAY,N
20,-10.4,53,0,120.7,19,348,TUESDAY,X
26,11.4,83,0,27.7,15,321,WEDNESDAY,X
5,26.1,72,0,81,5,178,SUNDAY,X
17,5.1,75,0,92.7,12,341,TUESDAY,X
61,4.5,77,0,92.7,8,341,TUESDAY,X
12,7.1,87,0,3.5,5,110,TUESDAY,X
69,30.4,42,0,59,23,162,FRIDAY,X
106,21.3,77,0,305.6,22,245,THURSDAY,N
1,8.8,62,0,3.5,3,106,FRIDAY,D
128,15.6,90,0,13.2,18,303,SATURDAY,X
2,24.6,64,0,124.9,1,193,MONDAY,X
3,23,55,0,316.8,1,257,TUESDAY,X
64,24.2,86,0,232.6,11,229,TUESDAY,D
23,27,56,0,201.3,0,217,THURSDAY,X
22,13.7,45,0,48.4,23,140,THURSDAY,X
5,-1.9,63,0,43.2,2,24,SUNDAY,X
17,21.1,81,0,316.5,6,254,SATURDAY,X
5,26,73,0,124.9,4,194,TUESDAY,X
94,23.7,88,0,232.6,8,229,TUESDAY,D
132,27.1,70,0,296.8,14,240,SATURDAY,X
131,20.4,64,0,48.4,10,157,SUNDAY,D
45,20.6,66,0,17.4,21,306,TUESDAY,X
42,20.7,50,0,27.7,21,322,THURSDAY,X
156,22.2,70,0,391.3,23,289,SATURDAY,X
52,20.6,60,0,26.4,22,151,MONDAY,D
55,30.5,41,0,83.1,10,179,MONDAY,X
8,7.4,90,0,14.1,23,117,TUESDAY,N
101,13.8,62,0,376.5,7,284,MONDAY,X
48,12.5,60,0,27.7,20,313,TUESDAY,X
20,17.2,54,0,400.2,5,293,WEDNESDAY,X
42,10.2,88,0.6,44.8,12,31,SUNDAY,X
21,1.5,63,0,6.3,15,2,SATURDAY,X
8,1.6,51,0,135.1,23,364,THURSDAY,X
4,26.4,65,0,194.6,4,210,THURSDAY,N
75,24.9,70,0,201.3,6,216,WEDNESDAY,D
204,26.7,50,0,254.9,18,236,TUESDAY,X
60,8.5,65,0,44.4,18,30,SATURDAY,X
25,29.7,67,0,157.4,0,205,SATURDAY,X
8,25.6,40,0,69.8,2,174,WEDNESDAY,D
11,6.3,65,0,27.7,6,317,SATURDAY,X
11,-5.5,67,0,92.7,8,345,SATURDAY,X
4,3,82,0,129.3,6,359,SATURDAY,X
8,17.7,78,0,254.9,5,234,SUNDAY,X
26,-2.2,64,0,135.1,7,365,FRIDAY,X
23,8,71,0,38.9,20,332,SUNDAY,X
5,22.1,82,0,83.1,3,187,TUESDAY,D
2,10.3,50,0,27.7,0,315,THURSDAY,X
153,28,69,0,127.5,18,195,WEDNESDAY,X
51,20.6,62,0,59,13,165,MONDAY,X
16,-3.4,67,0,92.7,22,343,THURSDAY,X
7,-13.4,58,0,41.8,21,18,MONDAY,X
127,15.5,87,0,400.8,7,294,THURSDAY,X
89,17.4,63,0,12.7,19,112,THURSDAY,X
15,-0.4,64,0,6.3,13,3,SUNDAY,X
84,24.5,52,0,47.8,22,153,WEDNESDAY,N
3,6.8,59,0,402.4,4,296,SATURDAY,X
3,8,81,0,9.6,0,88,MONDAY,X
6,27.3,76,0,305.6,4,251,WEDNESDAY,X
34,4.8,83,0,34.8,11,71,FRIDAY,X
4,8.3,96,0,12.4,22,122,SUNDAY,D
157,27.6,65,0,201.3,19,216,WEDNESDAY,D
191,22,65,0,305,18,244,WEDNESDAY,N
140,12.3,61,0,402.4,18,299,TUESDAY,X
16,6.3,80,0,29.7,22,94,SUNDAY,X
118,18.9,36,0,55.8,17,82,TUESDAY,X
31,6.7,79,0,34.8,6,70,THURSDAY,X
2,3.4,78,0,55.8,4,80,SUNDAY,X
182,21,71,0,305.6,18,245,THURSDAY,N
3,17.2,40,0,3.5,3,108,SUNDAY,D
8,-7.6,83,0,9.6,16,45,SUNDAY,X
23,7.6,76,0,38.9,19,332,SUNDAY,X
16,5.4,62,0,9.6,14,99,FRIDAY,X
35,14,36,0,54.9,15,76,WEDNESDAY,X
37,15.6,47,0,27.7,21,315,THURSDAY,X
2,-3.8,71,0,6.3,8,1,FRIDAY,X
1,5.2,74,0,6.6,3,8,FRIDAY,X
0,-13.8,56,0,120.7,1,350,THURSDAY,X
51,23,88,0,201.3,21,211,FRIDAY,D
14,10.3,63,0,400.8,0,295,FRIDAY,X
20,5.6,76,0,38.9,18,330,FRIDAY,X
194,32.6,33,0,58.9,18,162,FRIDAY,X
1,3.4,65,0,22.8,3,60,MONDAY,X
20,-7.9,54,0,6.8,19,41,WEDNESDAY,X
237,29.3,62,0,225.2,13,226,SATURDAY,D
97,11.5,83,0,27.7,17,321,WEDNESDAY,X
69,25.3,64,0,83.1,6,179,MONDAY,X
50,27.4,66,0,68.9,10,167,WEDNESDAY,X
11,-2,78,0,12.4,9,47,TUESDAY,X
20,0.6,63,0,29,21,62,WEDNESDAY,X
226,21.4,69,0,305.6,16,246,FRIDAY,D
192,9.9,72,0,3.5,12,107,SATURDAY,D
1,-5.3,77,0,34.5,5,10,SUNDAY,X
2,-16.3,57,0,127.5,21,353,SUNDAY,X
0,4,82,0,92.7,2,341,TUESDAY,X
35,24,54,0,26.4,0,151,MONDAY,D
9,16.6,85,0,23.1,9,91,THURSDAY,X
15,22.8,89,15,259.2,9,237,WEDNESDAY,X
69,27.9,68,0,201.3,15,216,WEDNESDAY,D
43,25,57,0,138.7,23,200,MONDAY,N
146,25.6,66,0,124.9,7,193,MONDAY,X
0,10.5,73,0,27.7,3,321,WEDNESDAY,X
35,15.9,89,0,12.7,11,112,THURSDAY,X
51,17.7,87,0,39.6,20,152,TUESDAY,N
60,20.4,68,0,317,6,260,FRIDAY,D
21,-8.3,64,0,34.5,14,10,SUNDAY,X
68,7.8,51,0,27.7,9,317,SATURDAY,X
44,22.3,78,0,400.2,9,291,MONDAY,X
16,-7.4,52,0,6.8,16,41,WEDNESDAY,X
0,16.8,77,0,33.8,2,69,WEDNESDAY,X
21,20.9,86,0,319.1,6,261,SATURDAY,D
155,25.2,75,0,201.3,7,216,WEDNESDAY,D
2,12.9,88,0,13.2,4,304,SUNDAY,X
49,12.6,62,0,391.3,21,287,THURSDAY,X
6,-7.5,72,0,6.8,9,40,TUESDAY,X
6,4.9,61,0,32.1,2,324,SATURDAY,X
16,2.6,77,0,33.6,22,65,SATURDAY,X
39,22,84,0,372.4,16,280,THURSDAY,X
61,8.5,83,0,20.5,9,121,SATURDAY,X
3,24.6,83,0,157.4,3,204,FRIDAY,X
3,23.3,64,0,0,4,146,WEDNESDAY,X
63,0,47,0,19.4,8,57,FRIDAY,X
79,28.7,61,0,126.9,13,195,WEDNESDAY,X
150,22,57,0,134,20,198,SATURDAY,D
43,25.6,70,0,194.6,23,209,WEDNESDAY,N
38,3.5,57,0,3.5,9,103,TUESDAY,X
16,12.7,59,0,22.2,5,127,FRIDAY,D
38,7.9,55,0,27.7,9,318,SUNDAY,X
5,22.2,57,0,316.8,2,257,TUESDAY,X
233,21.2,72,0,124.9,14,191,SATURDAY,X
23,1.2,62,0,6.3,14,2,SATURDAY,X
34,16.8,54,0,391.3,23,288,FRIDAY,X
193,22.3,72,0,317,17,259,THURSDAY,N
27,15.4,71,0,49.1,5,159,TUESDAY,X
4,-13.2,64,0,34.5,21,10,SUNDAY,X
24,8.4,67,0,391.1,5,287,THURSDAY,X
11,-4.2,73,0,120.4,10,347,MONDAY,X
3,28,54,0,201.4,1,223,WEDNESDAY,N
7,23.5,61,0,201.3,3,219,SATURDAY,X
0,3.1,79,0,29.7,2,95,MONDAY,X
26,-0.5,63,0,6.5,6,6,WEDNESDAY,X
49,15.8,62,0,9.6,16,90,WEDNESDAY,X
64,24,86,0,232.6,9,229,TUESDAY,D
6,25.3,67,0,194.6,4,209,WEDNESDAY,N
36,17.2,39,0,12.9,15,124,TUESDAY,X
0,24.2,63,0,400.2,3,292,TUESDAY,X
56,9.5,49,0,402.4,19,295,FRIDAY,X
76,4.8,77,0,26,8,92,FRIDAY,X
200,24.3,42,0,47.8,18,155,FRIDAY,D
59,14.9,77,0,9.7,18,90,WEDNESDAY,X
77,23.9,87,0.6,195,17,210,THURSDAY,N
14,-6.3,72,0,40.1,16,13,WEDNESDAY,X
67,14.5,90,0,13.2,21,303,SATURDAY,X
57,26.7,82,0,138.7,6,203,THURSDAY,X
8,4.3,91,0,55.8,5,83,WEDNESDAY,X
10,5,64,0,135.1,21,363,WEDNESDAY,X
41,18.2,56,0,27.7,9,323,FRIDAY,X
45,4.9,82,0,38.9,11,332,SUNDAY,X
24,4.9,89,0,55.8,14,83,WEDNESDAY,X
204,16.8,42,0,0,16,142,SATURDAY,X
110,26.9,64,0,58.9,12,162,FRIDAY,X
27,10,91,0,27.7,10,320,TUESDAY,X
60,28.2,68,0,308.4,21,251,WEDNESDAY,X
20,3.9,59,0,6.5,15,6,WEDNESDAY,X
13,24.6,68,0,225.2,3,227,SUNDAY,N
18,4.8,65,0,14.7,15,49,THURSDAY,X
8,9.2,69,0,3.5,1,107,SATURDAY,D
3,10.3,61,0,33.6,0,67,MONDAY,X
26,6.6,88,0.6,37.2,11,328,WEDNESDAY,X
15,0.7,73,0,44.4,11,26,TUESDAY,X
143,24.9,81,0,225.2,19,226,SATURDAY,D
10,-6.8,52,0,120.7,12,348,TUESDAY,X
49,12.5,43,0,27.7,20,314,WEDNESDAY,X
3,27.3,56,0,201.4,2,223,WEDNESDAY,N
1,3.7,97,0,4.6,3,34,WEDNESDAY,X
19,5.1,89,0,43.7,19,25,MONDAY,X
0,7.5,96,0,14.1,3,117,TUESDAY,N
184,20.4,71,0,68.9,10,170,SATURDAY,N
169,24.5,71,0,201.4,11,220,SUNDAY,X
15,8.1,93,0,14.4,20,8,FRIDAY,X
46,12.7,67,0,12.8,8,115,SUNDAY,X
27,6,74,0,3.5,10,104,WEDNESDAY,N
129,23.8,86,0,271,7,238,THURSDAY,X
107,9.5,67,0,3.5,16,106,FRIDAY,D
169,17.3,75,0,59,7,165,MONDAY,X
16,1.5,71,0,14.7,10,54,TUESDAY,X
69,24.3,77,0,117.6,6,189,THURSDAY,N
154,27.9,43,0,319.2,16,261,SATURDAY,D
218,14.2,73,0,0,14,143,SUNDAY,X
6,24.5,73,0,305,1,244,WEDNESDAY,N
98,25,82,0,225.2,21,227,SUNDAY,N
33,22.9,81,0,328.4,23,266,THURSDAY,X
10,-14.3,48,0,41.8,17,17,SUNDAY,X
47,22.1,71,0,317,23,259,THURSDAY,N
57,24,57,0,26.4,8,151,MONDAY,D
3,2.5,59,0,70.7,3,338,SATURDAY,X
13,24,91,0,144.4,22,203,THURSDAY,X
1,22.2,35,0,0,3,145,TUESDAY,X
86,23,60,0,26.4,9,151,MONDAY,D
53,24.9,86,0,296.8,16,242,MONDAY,N
55,23.1,81,0,133.9,21,195,WEDNESDAY,X
1,17.1,52,0,0,2,144,MONDAY,X
2,22.8,80,0,315.6,4,253,FRIDAY,X
37,25.1,72,0,138.7,13,203,THURSDAY,X
85,25.3,82,0,225.2,21,226,SATURDAY,D
59,-3.3,71,0,92.7,7,344,FRIDAY,X
8,7.4,90,0,14.4,0,9,SATURDAY,X
2,24.2,83,0,138.7,1,200,MONDAY,N
3,-13.5,45,0,6.8,4,44,SATURDAY,X
33,7.7,81,0,52.3,6,333,MONDAY,X
37,4.9,79,0,34.8,13,71,FRIDAY,X
66,21.7,73,0,305.6,20,246,FRIDAY,D
127,26.4,39,0,48.4,20,157,SUNDAY,D
17,26.9,73,0,308.4,23,251,WEDNESDAY,X
112,22.4,78,0,271.1,19,239,FRIDAY,X
112,30.8,38,0,133.9,16,196,THURSDAY,X
127,21.7,82,0,400.2,15,290,SUNDAY,X
193,23.1,67,0,305.6,11,248,SUNDAY,D
11,12.8,69,0,402.4,3,297,SUNDAY,X
10,9.3,67,0,12.9,23,123,MONDAY,X
61,15.7,73,0,49.1,13,159,TUESDAY,X
49,3.2,82,0,46,18,32,MONDAY,X
12,-5.5,48,0,6.8,21,42,THURSDAY,X
14,23.3,75,0,225.2,6,227,SUNDAY,N
6,24.1,71,0,254.9,4,237,WEDNESDAY,X
36,8.6,78,0,12.9,15,123,MONDAY,X
4,1.7,89,1.8,110.2,18,346,SUNDAY,X
6,25.2,67,0,83.1,4,179,MONDAY,X
38,11.9,84,0,400.8,13,294,THURSDAY,X
126,17.5,57,0,400.2,8,293,WEDNESDAY,X
11,21.9,84,0,26.4,0,149,SATURDAY,D
8,20.6,75,0,26.4,5,150,SUNDAY,D
30,5,78,0,38.9,8,329,THURSDAY,X
5,27.1,75,0,138.7,2,203,THURSDAY,X
6,-9,46,0,127.5,15,354,MONDAY,X
36,17.3,82,0,353.9,10,277,MONDAY,X
8,-1.7,64,0,92.7,5,342,WEDNESDAY,X
22,-0.8,65,0,6.3,11,2,SATURDAY,X
40,11.2,58,0,55.8,21,82,TUESDAY,X
48,16.4,88,0,22.3,7,91,THURSDAY,X
6,1.3,90,0,46,23,32,MONDAY,X
101,9.7,55,0,27.7,8,315,THURSDAY,X
1,24.4,63,0,254.9,2,237,WEDNESDAY,X
78,22.2,28,0,0,20,144,MONDAY,X
12,3.1,77,0,129.3,13,359,SATURDAY,X
7,0.5,74,0,41.8,0,16,SATURDAY,X
6,19.4,54,0,376.7,2,285,TUESDAY,X
51,19.1,99,0,80.9,10,175,THURSDAY,X
5,-3.4,91,0.6,37.6,21,11,MONDAY,X
103,14.2,50,0,0,9,142,SATURDAY,X
65,7.4,74,0,9.6,7,88,MONDAY,X
64,23.9,66,0,317,10,260,FRIDAY,D
53,17.8,37,0,27.7,15,315,THURSDAY,X
14,3.8,67,0,40.1,10,14,THURSDAY,X
20,7.9,61,0,33.1,6,97,WEDNESDAY,X
85,24.7,86,0,296.8,9,241,SUNDAY,X
8,-0.5,58,0,32.4,5,326,MONDAY,X
23,7.3,50,0,135.1,15,363,WEDNESDAY,X
8,-6.3,62,0,6.8,13,40,TUESDAY,X
133,22.4,55,0,316.8,19,255,SUNDAY,X
98,8.6,83,0,402.3,8,295,FRIDAY,X
84,24.7,76,0,201.3,12,215,TUESDAY,N
31,11.1,61,0,402.4,11,299,TUESDAY,X
14,22.6,66,0,201.4,6,220,SUNDAY,X
4,19.1,81,0,83.1,5,186,MONDAY,D
0,15.6,84,0.6,34.5,3,69,WEDNESDAY,X
7,-11.2,62,0,127.5,12,353,SUNDAY,X
60,19.2,35,0,0,6,144,MONDAY,X
10,1.4,44,0,19.4,11,57,FRIDAY,X
10,3.2,60,0,70.7,22,337,FRIDAY,X
9,23.7,60,0,305.6,5,249,MONDAY,X
0,13.3,79,0,402.4,2,298,MONDAY,X
191,28,50,0,20.8,18,147,THURSDAY,X
169,18.3,81,0,13.2,17,303,SATURDAY,X
3,6.8,61,0,27.7,4,318,SUNDAY,X
115,26.1,66,0,232.6,22,229,TUESDAY,N
15,4.6,89,0,14.4,9,9,SATURDAY,X
110,23.7,44,0,47.8,20,155,FRIDAY,D
129,25,70,0,319.2,7,265,WEDNESDAY,N
126,31.2,54,0,305.6,18,249,MONDAY,X
140,26.5,67,0,328.4,17,269,SUNDAY,N
39,7.5,90,0,14.1,21,117,TUESDAY,N
4,11.1,92,0,13.1,1,301,THURSDAY,X
14,19.5,89,6.6,365.2,9,280,THURSDAY,X
154,24,73,0,305.6,16,248,SUNDAY,D
137,16,62,0,49.1,8,160,WEDNESDAY,X
11,3.7,56,0,55.8,5,78,FRIDAY,X
39,19.2,84,0.6,53.9,16,161,THURSDAY,X
118,12.5,73,0,12.8,10,115,SUNDAY,X
1,-1.4,75,0,14.7,2,49,THURSDAY,X
2,9.9,60,0,376.5,5,282,SATURDAY,X
1,12.8,70,0,27.7,2,322,THURSDAY,X
40,23.8,87,0,197.6,15,211,FRIDAY,D
54,0.8,50,0,32.4,14,325,SUNDAY,X
136,27.2,68,0,117.6,16,188,WEDNESDAY,D
37,-2.2,79,0,12.4,8,47,TUESDAY,X
4,15.2,65,0,376.5,1,284,MONDAY,X
56,18.8,81,0,32.1,16,323,FRIDAY,X
2,-3.1,82,0.6,96,23,345,SATURDAY,X
33,3.3,60,0,70.7,21,337,FRIDAY,X
56,22,65,0,124.9,0,192,SUNDAY,X
157,25,76,0,201.4,19,221,MONDAY,X
24,5.1,72,0,38.9,9,331,SATURDAY,X
4,-4.7,78,0,123.5,20,352,SATURDAY,X
150,23.2,81,0,201.3,10,213,SUNDAY,N
14,13.5,82,0,17.4,7,304,SUNDAY,X
20,-8.3,60,0,127.5,18,354,MONDAY,X
49,21.1,60,0,317,13,258,WEDNESDAY,X
3,5.5,46,0,3.5,3,104,WEDNESDAY,N
12,18.8,76,0,134,5,198,SATURDAY,D
75,25.3,71,0,201.4,14,221,MONDAY,X
63,25,79,0,117.6,14,189,THURSDAY,N
23,18,77,0,49,22,157,SUNDAY,D
13,27.4,69,0,81,3,178,SUNDAY,X
282,22.1,62,0,26.4,13,151,MONDAY,D
64,17.2,89,0,39.6,19,152,TUESDAY,N
33,9.3,76,0,70.7,6,334,TUESDAY,X
144,26.2,77,0,124.9,7,194,TUESDAY,X
54,19.4,77,0,17.4,6,306,TUESDAY,X
78,25.4,72,0,201.4,15,221,MONDAY,X
0,17.2,92,0,56.1,1,162,FRIDAY,X
38,13.9,64,0,402.4,8,297,SUNDAY,X
23,5.7,71,0,38.9,13,329,THURSDAY,X
98,21.5,82,0,400.2,8,291,MONDAY,X
9,0.6,66,0,31.8,22,63,THURSDAY,X
1,11.5,60,0,3.5,2,111,WEDNESDAY,X
2,1.5,89,0,46,0,33,TUESDAY,X
160,26.1,55,0,254.9,19,236,TUESDAY,X
9,21.3,70,0,49.1,0,158,MONDAY,X
133,15.9,47,0,402.4,18,296,SATURDAY,X
65,29.5,59,0,68.9,22,167,WEDNESDAY,X
21,20.7,49,0,27.7,23,322,THURSDAY,X
139,14.4,85,0,13.2,23,303,SATURDAY,X
3,0.2,71,0,19.4,3,58,SATURDAY,X
21,4.7,77,0,92.7,11,341,TUESDAY,X
43,3.6,85,0,55.8,19,78,FRIDAY,X
92,6.4,82,0,34.8,8,70,THURSDAY,X
75,0.2,61,0,32.4,7,326,MONDAY,X
14,2.7,87,0,8.2,9,99,FRIDAY,X
15,3.6,79,0,4.6,15,34,WEDNESDAY,X
5,7.5,96,0,5.5,22,121,SATURDAY,X
163,26.5,67,0,194.5,19,208,TUESDAY,X
70,22.1,78,0,305,15,244,WEDNESDAY,N
102,26.6,78,0,305.6,8,250,TUESDAY,X
2,7.7,53,0,31.8,1,97,WEDNESDAY,X
29,-1.7,65,0,92.7,16,342,WEDNESDAY,X
42,5.5,84,0,34.8,16,70,THURSDAY,X
190,23.7,45,0,254.9,17,234,SUNDAY,X
0,21.2,49,0,316.8,3,256,MONDAY,X
40,11.5,84,0,27.7,13,321,WEDNESDAY,X
27,6.1,90,0,20.5,10,120,FRIDAY,D
10,-3.1,81,0,123.4,7,352,SATURDAY,X
10,21.8,48,0,316.8,0,256,MONDAY,X
132,13.7,45,0,402.4,14,296,SATURDAY,X
16,10,79,0,3.8,13,300,WEDNESDAY,X
43,12.5,87,0,26,11,308,THURSDAY,X
23,27.3,73,0,138.7,0,203,THURSDAY,X
5,-6.5,56,0,120.8,12,351,FRIDAY,X
2,21.2,50,0,316.8,2,256,MONDAY,X
224,23.7,47,0,254.9,15,234,SUNDAY,X
2,6.2,72,1.2,19.5,20,59,SUNDAY,X
69,29.9,59,0,81,21,177,SATURDAY,X
1,23,81,0,59.1,2,167,WEDNESDAY,X
47,-3,68,0,92.7,8,344,FRIDAY,X
48,24,67,0,194.5,9,207,MONDAY,X
57,1.9,69,0,10,17,99,FRIDAY,X
21,-0.2,71,0,43.2,18,23,SATURDAY,X
8,8,55,0,55.8,5,77,THURSDAY,X
26,2.4,87,0,46,9,33,TUESDAY,X
104,32.1,57,0,157.4,15,204,FRIDAY,X
3,0.2,75,0,4.7,23,34,WEDNESDAY,X
122,29.3,54,0,83.1,20,187,TUESDAY,D
19,11.6,87,0.6,61.5,19,333,MONDAY,X
10,9.2,82,4.8,3.7,12,300,WEDNESDAY,X
75,25.4,38,0,83.1,15,182,THURSDAY,X
78,24.5,50,0,254.9,15,235,MONDAY,X
118,23.3,86,0,315.3,7,252,THURSDAY,X
0,-0.9,56,0,44.4,1,29,FRIDAY,X
87,21.5,54,0,69.8,6,173,TUESDAY,N
0,-17.5,58,0,127.5,2,354,MONDAY,X
25,-0.6,70,0,4.8,16,39,MONDAY,X
44,14.8,61,0,26,22,309,FRIDAY,X
46,1.9,62,0,70.7,14,338,SATURDAY,X
164,23.6,85,0,296.8,18,241,SUNDAY,X
129,18.7,83,0,83.1,8,183,FRIDAY,X
8,0,64,0,43.2,0,23,SATURDAY,X
5,-8.2,41,0,6.8,23,44,SATURDAY,X
27,4.9,75,0,5.4,8,86,SATURDAY,X
11,21.9,84,0,319.2,0,264,TUESDAY,N
19,2.9,65,0,32.4,8,324,SATURDAY,X
49,21.6,32,0,0,21,144,MONDAY,X
21,5.1,87,0,12.8,15,113,FRIDAY,X
9,-8.4,54,0,6.8,11,41,WEDNESDAY,X
1,-5.5,50,0,6.8,1,43,FRIDAY,X
25,9,76,0,400.8,6,295,FRIDAY,X
68,5.2,89,0,34.8,10,72,SATURDAY,X
11,-12.1,52,0,120.7,12,350,THURSDAY,X
26,21.1,55,0,49.1,12,161,THURSDAY,X
94,26.4,78,0,303.1,16,243,TUESDAY,N
17,19.3,65,0,83.1,6,185,SUNDAY,X
9,25.8,48,0,0,0,146,WEDNESDAY,X
8,7.6,91,0,20.5,5,121,SATURDAY,X
23,-0.4,65,0,43.2,17,23,SATURDAY,X
23,8,85,0,49,9,74,MONDAY,X
117,15.4,58,0,27.7,17,319,MONDAY,X
1,11.2,92,0,3.5,2,102,MONDAY,N
124,23.3,58,0,254.9,23,235,MONDAY,X
49,27,74,0,308.3,14,251,WEDNESDAY,X
3,7.2,97,0,14.1,4,117,TUESDAY,N
9,-13.3,57,0,41.8,19,18,MONDAY,X
4,23.2,74,0,319.2,3,265,WEDNESDAY,N
18,27.1,60,0,201.3,23,216,WEDNESDAY,D
40,16.7,64,0,26,22,310,SATURDAY,X
61,28.2,68,0,201.3,14,216,WEDNESDAY,D
37,-0.6,79,0,4.8,7,36,FRIDAY,X
98,27.3,65,0,201.4,21,223,WEDNESDAY,N
26,23.3,87,0,296.8,22,241,SUNDAY,X
64,8.8,83,0,34.8,16,72,SATURDAY,X
52,29.5,64,0,305.6,21,249,MONDAY,X
20,5,52,0,127.5,14,357,THURSDAY,X
129,11.4,71,0,3.5,10,108,SUNDAY,D
32,-0.8,74,0,4.8,9,37,SATURDAY,X
32,-4.7,68,0,42.8,17,20,WEDNESDAY,X
141,25,79,0,225.2,18,226,SATURDAY,D
154,11.9,63,0,402.4,17,299,TUESDAY,X
11,6.9,64,0,40.1,15,14,THURSDAY,X
1,-1.8,58,0,44.4,3,29,FRIDAY,X
24,6.3,90,0,14.1,9,118,WEDNESDAY,X
48,7,71,0,3.5,16,104,WEDNESDAY,N
110,8.8,55,0,9.6,18,89,TUESDAY,X
42,7.2,64,0,38.9,11,331,SATURDAY,X
94,25.9,78,0,232.6,15,229,TUESDAY,N
120,7.5,70,0,391.1,7,287,THURSDAY,X
2,8.7,77,0,13.2,4,302,FRIDAY,X
44,23.6,93,0,302.9,9,243,TUESDAY,N
45,1.2,64,0,6.5,17,5,TUESDAY,X
184,23.4,49,0,316.8,16,255,SUNDAY,X
4,-9.1,40,0,127.5,14,354,MONDAY,X
22,7.5,79,0,22.2,14,125,WEDNESDAY,X
5,26.6,53,0,83.1,1,179,MONDAY,X
0,4.7,95,0,130.9,0,361,MONDAY,X
203,21.8,67,0,13.2,13,303,SATURDAY,X
3,1.7,91,0,120.4,22,346,SUNDAY,X
2,21.4,82,0,400.2,3,291,MONDAY,X
15,24.3,51,0,69.8,0,174,WEDNESDAY,D
33,11.6,64,0,23.5,21,129,SUNDAY,D
1,2.9,69,0,33.6,4,66,SUNDAY,X
3,-0.3,66,0,43.2,23,23,SATURDAY,X
76,25.5,38,0,83.1,12,182,THURSDAY,X
58,27.4,60,0,400.2,15,291,MONDAY,X
9,20.6,69,0,305.6,3,247,SATURDAY,D
33,17.2,87,0,344.8,12,273,THURSDAY,X
14,-13.7,48,0,41.8,15,17,SUNDAY,X
40,9.8,78,0,3.5,20,110,TUESDAY,X
105,31.7,53,0,308.3,19,251,WEDNESDAY,X
9,12.5,52,0,23.5,23,129,SUNDAY,D
